ticker,sector,industry
CAE.TO,Industrials,Aerospace & Defense
MFI.TO,Consumer Defensive,Packaged Foods
CNR.TO,Industrials,Railroads
CP.TO,Industrials,Railroads
CTC-A.TO,Consumer Cyclical,Specialty Retail
RUS.TO,Industrials,Industrial Distribution
FTT.TO,Industrials,Industrial Distribution
IMO.TO,Energy,Oil & Gas Integrated
ENB.TO,Energy,Oil & Gas Midstream
L.TO,Consumer Defensive,Grocery Stores
MG.TO,Consumer Cyclical,Auto Parts
K.TO,Basic Materials,Gold
POW.TO,Financial Services,Insurance - Life
QBR-B.TO,Communication Services,Telecom Services
RCI-B.TO,Communication Services,Telecom Services
MATR.TO,Energy,Oil & Gas Equipment & Services
TECK-B.TO,Basic Materials,Other Industrial Metals & Mining
TRP.TO,Energy,Oil & Gas Midstream
WN.TO,Consumer Defensive,Grocery Stores
MX.TO,Basic Materials,Chemicals
CCL-B.TO,Consumer Cyclical,Packaging & Containers
BBD-B.TO,Industrials,Aerospace & Defense
EMP-A.TO,Consumer Defensive,Grocery Stores
ONEX.TO,Financial Services,Asset Management
WFG.TO,Basic Materials,Lumber & Wood Production
IGM.TO,Financial Services,Asset Management
FTS.TO,Utilities,Utilities - Regulated Electric
TA.TO,Utilities,Utilities - Independent Power Producers
CU.TO,Utilities,Utilities - Diversified
X.TO,Financial Services,Financial Data & Stock Exchanges
TIH.TO,Industrials,Industrial Distribution
IFP.TO,Basic Materials,Lumber & Wood Production
PKI.TO,Energy,Oil & Gas Refining & Marketing
CNQ.TO,Energy,Oil & Gas E&P
SU.TO,Energy,Oil & Gas Integrated
TCL-A.TO,Consumer Cyclical,Packaging & Containers
BMO.TO,Financial Services,Banks - Diversified
CM.TO,Financial Services,Banks - Diversified
BNS.TO,Financial Services,Banks - Diversified
NA.TO,Financial Services,Banks - Diversified
RY.TO,Financial Services,Banks - Diversified
TRI.TO,Industrials,Specialty Business Services
TD.TO,Financial Services,Banks - Diversified
IVN.TO,Basic Materials,Other Industrial Metals & Mining
GWO.TO,Financial Services,Insurance - Life
LB.TO,Financial Services,Banks - Regional
NTR.TO,Basic Materials,Agricultural Inputs
KEL.TO,Energy,Oil & Gas E&P
NXE.TO,Energy,Uranium
EQX.TO,Basic Materials,Gold
DPM.TO,Basic Materials,Gold
ERF.TO,Energy,Oil & Gas E&P
OSK.TO,Basic Materials,Gold
CWB.TO,Financial Services,Banks - Regional
LNR.TO,Consumer Cyclical,Auto Parts
PAAS.TO,Basic Materials,Gold
POU.TO,Energy,Oil & Gas E&P
PD.TO,Energy,Oil & Gas Drilling
PSK.TO,Energy,Oil & Gas E&P
KXS.TO,Technology,Software - Application
WPK.TO,Consumer Cyclical,Packaging & Containers
GIB-A.TO,Technology,Information Technology Services
MRU.TO,Consumer Defensive,Grocery Stores
TLRY.TO,Healthcare,Drug Manufacturers - Specialty & Generic
SHOP.TO,Technology,Software - Application
NWC.TO,Consumer Defensive,Grocery Stores
FSV.TO,Real Estate,Real Estate Services
CCO.TO,Energy,Uranium
H.TO,Utilities,Utilities - Regulated Electric
ZZZ.TO,Consumer Cyclical,Specialty Retail
TOY.TO,Consumer Cyclical,Leisure
EMA.TO,Utilities,Utilities - Regulated Electric
SIL.TO,Basic Materials,Other Precious Metals & Mining
ELD.TO,Basic Materials,Gold
AAV.TO,Energy,Oil & Gas E&P
KNT.TO,Basic Materials,Gold
TXG.TO,Basic Materials,Gold
FIL.TO,Basic Materials,Other Industrial Metals & Mining
CIGI.TO,Real Estate,Real Estate Services
CCA.TO,Communication Services,Telecom Services
BLDP.TO,Industrials,Specialty Industrial Machinery
BTE.TO,Energy,Oil & Gas E&P
GSY.TO,Financial Services,Credit Services
BHC.TO,Healthcare,Drug Manufacturers - Specialty & Generic
STN.TO,Industrials,Engineering & Construction
VET.TO,Energy,Oil & Gas E&P
CIX.TO,Financial Services,Asset Management
SJ.TO,Basic Materials,Lumber & Wood Production
GOOS.TO,Consumer Cyclical,Apparel Manufacturing
MTL.TO,Industrials,Trucking
JWEL.TO,Consumer Defensive,Packaged Foods
ERO.TO,Basic Materials,Copper
STLC.TO,Basic Materials,Steel
LSPD.TO,Technology,Software - Application
GFL.TO,Industrials,Waste Management
NVEI.TO,Technology,Software - Infrastructure
TPZ.TO,Energy,Oil & Gas Midstream
PET.TO,Consumer Cyclical,Specialty Retail
DFY.TO,Financial Services,Insurance - Property & Casualty
OTEX.TO,Technology,Software - Application
IMG.TO,Basic Materials,Gold
ENGH.TO,Technology,Software - Application
PBH.TO,Consumer Defensive,Packaged Foods
LIF.TO,Basic Materials,Steel
NPI.TO,Utilities,Utilities - Renewable
ATD.TO,Consumer Cyclical,Specialty Retail
DML.TO,Energy,Uranium
SAP.TO,Consumer Defensive,Packaged Foods
SPB.TO,Utilities,Utilities - Regulated Gas
LUG.TO,Basic Materials,Gold
BB.TO,Technology,Software - Infrastructure
PSI.TO,Energy,Oil & Gas Equipment & Services
DSG.TO,Technology,Software - Application
WTE.TO,Industrials,Marine Shipping
ARX.TO,Energy,Oil & Gas E&P
BDGI.TO,Industrials,Engineering & Construction
BLX.TO,Utilities,Utilities - Renewable
WPM.TO,Basic Materials,Gold
HWX.TO,Energy,Oil & Gas E&P
NGD.TO,Basic Materials,Gold
PEY.TO,Energy,Oil & Gas E&P
FM.TO,Basic Materials,Copper
FRU.TO,Energy,Oil & Gas E&P
MTY.TO,Consumer Cyclical,Restaurants
FVI.TO,Basic Materials,Gold
OR.TO,Basic Materials,Gold
HBM.TO,Basic Materials,Copper
LUN.TO,Basic Materials,Copper
FR.TO,Basic Materials,Silver
WCN.TO,Industrials,Waste Management
GIL.TO,Consumer Cyclical,Apparel Manufacturing
CLS.TO,Technology,Electronic Components
AQN.TO,Utilities,Utilities - Renewable
ALA.TO,Energy,Oil & Gas Midstream
AGI.TO,Basic Materials,Gold
MFC.TO,Financial Services,Insurance - Life
BYD.TO,Consumer Cyclical,Personal Services
WDO.TO,Basic Materials,Gold
IAG.TO,Financial Services,Insurance - Diversified
PPL.TO,Energy,Oil & Gas Midstream
SLF.TO,Financial Services,Insurance - Diversified
MAG.TO,Basic Materials,Silver
BIR.TO,Energy,Oil & Gas E&P
CPG.TO,Energy,Oil & Gas E&P
TFII.TO,Industrials,Trucking
EIF.TO,Industrials,Airlines
KEY.TO,Energy,Oil & Gas Midstream
INE.TO,Utilities,Utilities - Renewable
NVA.TO,Energy,Oil & Gas E&P
CG.TO,Basic Materials,Gold
IFC.TO,Financial Services,Insurance - Property & Casualty
DOO.TO,Consumer Cyclical,Recreational Vehicles
AIF.TO,Real Estate,Real Estate Services
CJT.TO,Industrials,Integrated Freight & Logistics
AC.TO,Industrials,Airlines
QSR.TO,Consumer Cyclical,Restaurants
EFN.TO,Industrials,Rental & Leasing Services
CSU.TO,Technology,Software - Application
SSL.TO,Basic Materials,Gold
OLA.TO,Basic Materials,Gold
SVI.TO,Real Estate,Real Estate Services
FNV.TO,Basic Materials,Gold
BTO.TO,Basic Materials,Gold
LAAC.TO,Basic Materials,Other Industrial Metals & Mining
TVE.TO,Energy,Oil & Gas E&P
CPX.TO,Utilities,Utilities - Independent Power Producers
DOL.TO,Consumer Defensive,Discount Stores
CVE.TO,Energy,Oil & Gas Integrated
PXT.TO,Energy,Oil & Gas E&P
SIA.TO,Healthcare,Medical Care Facilities
SES.TO,Industrials,Waste Management
ATH.TO,Energy,Oil & Gas E&P
TCN.TO,Real Estate,Real Estate Services
WCP.TO,Energy,Oil & Gas E&P
MEG.TO,Energy,Oil & Gas E&P
TOU.TO,Energy,Oil & Gas E&P
ATZ.TO,Consumer Cyclical,Apparel Retail
GEI.TO,Energy,Oil & Gas Midstream
OGC.TO,Basic Materials,Gold
WSP.TO,Industrials,Engineering & Construction
MONET.PR,Financial Services,Banks—Regional
KOMB.PR,Financial Services,Banks—Regional
CEZ.PR,Utilities,Utilities—Renewable
MOH.AT,Energy,Oil & Gas Refining & Marketing
ALPHA.AT,Financial Services,Banks—Regional
EUROB.AT,Financial Services,Banks—Regional
TPEIR.AT,Financial Services,Banks—Regional
GEKTERNA.AT,Industrials,Engineering & Construction
BELA.AT,Consumer Cyclical,Specialty Retail
OPAP.AT,Consumer Cyclical,Gambling
PPC.AT,Utilities,Utilities—Renewable
ETE.AT,Financial Services,Banks—Regional
TENERGY.AT,Utilities,Utilities—Renewable
OTP.BD,Financial Services,Banks—Regional
MOL.BD,Energy,Oil & Gas Integrated
CDR.WA,Communication Services,Electronic Gaming & Multimedia
TPE.WA,Utilities,Utilities—Renewable
KRU.WA,Financial Services,Credit Services
CCC.WA,Consumer Cyclical,Apparel Retail
KTY.WA,Basic Materials,Aluminum
ACP.WA,Technology,Software—Application
MIL.WA,Financial Services,Banks—Regional
BDX.WA,Industrials,Engineering & Construction
SPL.WA,Financial Services,Banks—Regional
PKN.WA,Energy,Oil & Gas Integrated
LPP.WA,Consumer Cyclical,Apparel Manufacturing
ENA.WA,Utilities,Utilities—Regulated Electric
ALE.WA,Consumer Cyclical,Internet Retail
PGE.WA,Utilities,Utilities—Regulated Electric
LHC.JO,Healthcare,Medical Care Facilities
OUT.JO,Financial Services,Insurance—Diversified
NPN.JO,Communication Services,Internet Content & Information
NED.JO,Financial Services,Banks—Regional
NTC.JO,Healthcare,Medical Care Facilities
SBK.JO,Financial Services,Banks—Regional
SPP.JO,Consumer Defensive,Food Distribution
WHL.JO,Consumer Cyclical,Department Stores
DSY.JO,Financial Services,Insurance—Life
APN.JO,Healthcare,Drug Manufacturers—Specialty & Generic
TKG.JO,Communication Services,Telecom Services
ABG.JO,Financial Services,Banks—Regional
AVI.JO,Consumer Defensive,Packaged Foods
ARI.JO,Basic Materials,Other Industrial Metals & Mining
REM.JO,Financial Services,Asset Management
MTN.JO,Communication Services,Telecom Services
SAP.JO,Basic Materials,Paper & Paper Products
SOL.JO,Basic Materials,Specialty Chemicals
TBS.JO,Consumer Defensive,Packaged Foods
MRP.JO,Consumer Cyclical,Apparel Retail
TFG.JO,Consumer Cyclical,Specialty Retail
BVT.JO,Industrials,Conglomerates
CLS.JO,Healthcare,Pharmaceutical Retailers
EXX.JO,Energy,Thermal Coal
PIK.JO,Consumer Cyclical,Department Stores
SHP.JO,Consumer Cyclical,Department Stores
HAR.JO,Basic Materials,Gold
CPI.JO,Financial Services,Banks—Regional
AMS.JO,Basic Materials,Other Precious Metals & Mining
TRU.JO,Consumer Cyclical,Apparel Retail
GFI.JO,Basic Materials,Gold
FSR.JO,Financial Services,Banks—Diversified
SLM.JO,Financial Services,Insurance—Life
FFA.JO,Real Estate,Real Estate Services
IMP.JO,Basic Materials,Other Precious Metals & Mining
KIO.JO,Basic Materials,Steel
BID.JO,Consumer Defensive,Food Distribution
DCP.JO,Healthcare,Pharmaceutical Retailers
NRP.JO,Real Estate,Real Estate—Diversified
PPH.JO,Consumer Cyclical,Department Stores
VOD.JO,Communication Services,Telecom Services
OMU.JO,Financial Services,Insurance—Life
MTH.JO,Consumer Cyclical,Auto Parts
SSW.JO,Basic Materials,Gold
TGA.JO,Energy,Thermal Coal
NPH.JO,Basic Materials,Other Precious Metals & Mining
CCOLA.IS,Consumer Defensive,Beverages—Non-Alcoholic
KCHOL.IS,Industrials,Conglomerates
FROTO.IS,Consumer Cyclical,Auto Manufacturers
ENKAI.IS,Industrials,Engineering & Construction
TCELL.IS,Communication Services,Telecom Services
AKBNK.IS,Financial Services,Banks—Regional
BIMAS.IS,Consumer Defensive,Grocery Stores
TOASO.IS,Consumer Cyclical,Auto Manufacturers
ISCTR.IS,Financial Services,Banks—Regional
PGSUS.IS,Industrials,Airlines
YKBNK.IS,Financial Services,Banks—Regional
SISE.IS,Basic Materials,Specialty Chemicals
PETKM.IS,Basic Materials,Chemicals
AEFES.IS,Consumer Defensive,Beverages—Brewers
TUPRS.IS,Energy,Oil & Gas Refining & Marketing
THYAO.IS,Industrials,Airlines
VESTL.IS,Technology,Consumer Electronics
SAHOL.IS,Financial Services,Banks—Regional
ARCLK.IS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
EREGL.IS,Basic Materials,Steel
SELEC.IS,Healthcare,Medical Distribution
ASELS.IS,Industrials,Aerospace & Defense
TTKOM.IS,Communication Services,Telecom Services
ENJSA.IS,Utilities,Utilities—Regulated Electric
WIE.VI,Basic Materials,Building Materials
EVN.VI,Utilities,Utilities—Diversified
LNZ.VI,Basic Materials,Chemicals
VOE.VI,Basic Materials,Steel
OMV.VI,Energy,Oil & Gas Integrated
VER.VI,Utilities,Utilities—Renewable
EBS.VI,Financial Services,Banks—Regional
DOC.VI,Industrials,Airports & Air Services
TKA.VI,Communication Services,Telecom Services
CAI.VI,Real Estate,Real Estate Services
SBO.VI,Energy,Oil & Gas Equipment & Services
RBI.VI,Financial Services,Banks—Regional
ANDR.VI,Industrials,Industrial Distribution
BG.VI,Financial Services,Banks—Regional
AZE.BR,Basic Materials,Specialty Chemicals
PROX.BR,Communication Services,Telecom Services
EURN.BR,Energy,Oil & Gas Midstream
BAR.BR,Technology,Electronic Components
BEKB.BR,Industrials,Metal Fabrication
UMI.BR,Industrials,Pollution & Treatment Controls
LOTB.BR,Consumer Defensive,Packaged Foods
DIE.BR,Consumer Cyclical,Auto & Truck Dealerships
MELE.BR,Technology,Semiconductors
SOF.BR,Financial Services,Asset Management
SOLB.BR,Basic Materials,Chemicals
UCB.BR,Healthcare,Biotechnology
ACKB.BR,Industrials,Engineering & Construction
COLR.BR,Consumer Defensive,Grocery Stores
KBC.BR,Financial Services,Banks—Regional
GBLB.BR,Financial Services,Asset Management
AGS.BR,Financial Services,Insurance—Diversified
ELI.BR,Utilities,Utilities—Regulated Electric
ARGX.BR,Healthcare,Biotechnology
FAGR.BR,Healthcare,Drug Manufacturers—Specialty & Generic
ABI.BR,Consumer Defensive,Beverages—Brewers
VGP.BR,Real Estate,Real Estate Services
CHR.CO,Basic Materials,Specialty Chemicals
PNDORA.CO,Consumer Cyclical,Luxury Goods
JYSK.CO,Financial Services,Banks—Regional
SCHO.CO,Industrials,Conglomerates
ROCK-B.CO,Industrials,Building Products & Equipment
DEMANT.CO,Healthcare,Medical Devices
VWS.CO,Industrials,Specialty Industrial Machinery
MAERSK-B.CO,Industrials,Marine Shipping
CARL-B.CO,Consumer Defensive,Beverages—Brewers
GN.CO,Healthcare,Medical Devices
AMBU-B.CO,Healthcare,Medical Devices
DANSKE.CO,Financial Services,Banks—Regional
GMAB.CO,Healthcare,Biotechnology
NZYM-B.CO,Basic Materials,Specialty Chemicals
RBREW.CO,Consumer Defensive,Beverages—Brewers
FLS.CO,Industrials,Specialty Industrial Machinery
TOP.CO,Financial Services,Insurance—Diversified
DFDS.CO,Industrials,Marine Shipping
NOVO-B.CO,Healthcare,Biotechnology
NKT.CO,Industrials,Electrical Equipment & Parts
ALMB.CO,Financial Services,Insurance—Diversified
COLO-B.CO,Healthcare,Medical Instruments & Supplies
SYDB.CO,Financial Services,Banks—Regional
TRYG.CO,Financial Services,Insurance—Diversified
MATAS.CO,Consumer Cyclical,Specialty Retail
ZEAL.CO,Healthcare,Biotechnology
ISS.CO,Industrials,Specialty Business Services
RILBA.CO,Financial Services,Banks—Regional
STG.CO,Consumer Defensive,Tobacco
TRMD-A.CO,Energy,Oil & Gas Midstream
ORSTED.CO,Utilities,Utilities—Renewable
DSV.CO,Industrials,Integrated Freight & Logistics
NTG.CO,Industrials,Integrated Freight & Logistics
HLUN-B.CO,Healthcare,Drug Manufacturers—Specialty & Generic
ELISA.HE,Communication Services,Telecom Services
NOKIA.HE,Technology,Communication Equipment
FORTUM.HE,Utilities,Utilities—Renewable
FIA1S.HE,Industrials,Airlines
KEMIRA.HE,Basic Materials,Chemicals
WRT1V.HE,Industrials,Specialty Industrial Machinery
SAMPO.HE,Financial Services,Insurance—Diversified
KESKOB.HE,Consumer Defensive,Grocery Stores
CTY1S.HE,Real Estate,Real Estate—Diversified
UPM.HE,Basic Materials,Paper & Paper Products
REG1V.HE,Healthcare,Medical Devices
TYRES.HE,Consumer Cyclical,Auto Parts
OUT1V.HE,Basic Materials,Steel
HUH1V.HE,Consumer Cyclical,Packaging & Containers
METSB.HE,Consumer Cyclical,Packaging & Containers
STERV.HE,Basic Materials,Paper & Paper Products
TIETO.HE,Technology,Information Technology Services
NESTE.HE,Energy,Oil & Gas Refining & Marketing
KNEBV.HE,Industrials,Specialty Industrial Machinery
CGCBV.HE,Industrials,Specialty Industrial Machinery
VALMT.HE,Industrials,Specialty Industrial Machinery
KCR.HE,Industrials,Farm & Heavy Construction Machinery
ORNBV.HE,Healthcare,Drug Manufacturers—General
TOKMAN.HE,Consumer Defensive,Discount Stores
QTCOM.HE,Technology,Software—Application
KOJAMO.HE,Real Estate,Real Estate Services
METSO.HE,Industrials,Farm & Heavy Construction Machinery
EDEN.PA,Financial Services,Credit Services
EAPI.PA,Healthcare,Drug Manufacturers—Specialty & Generic
NK.PA,Basic Materials,Building Materials
BIM.PA,Healthcare,Diagnostics & Research
NXI.PA,Real Estate,Real Estate—Diversified
PUB.PA,Communication Services,Advertising Agencies
ORA.PA,Communication Services,Telecom Services
RUI.PA,Energy,Oil & Gas Refining & Marketing
AF.PA,Industrials,Airlines
FR.PA,Consumer Cyclical,Auto Parts
RF.PA,Financial Services,Asset Management
AC.PA,Consumer Cyclical,Lodging
DSY.PA,Technology,Software—Application
TEP.PA,Industrials,Specialty Business Services
GLE.PA,Financial Services,Banks—Regional
ERF.PA,Healthcare,Diagnostics & Research
DBG.PA,Industrials,Waste Management
TRI.PA,Consumer Cyclical,Recreational Vehicles
SU.PA,Industrials,Specialty Industrial Machinery
VIV.PA,Communication Services,Entertainment
EN.PA,Industrials,Engineering & Construction
CGG.PA,Energy,Oil & Gas Equipment & Services
DIM.PA,Healthcare,Medical Instruments & Supplies
SK.PA,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SGO.PA,Industrials,Building Products & Equipment
MF.PA,Financial Services,Asset Management
SOP.PA,Technology,Information Technology Services
CA.PA,Consumer Defensive,Grocery Stores
AIR.PA,Industrials,Aerospace & Defense
ERA.PA,Basic Materials,Other Industrial Metals & Mining
VIE.PA,Industrials,Waste Management
OR.PA,Consumer Defensive,Household & Personal Products
